title,price,date,location_site,category_site,area,post_type,room_count,parking,mortgage,rent,elevator,age
رهن و اجاره آپارتمان 85 متری,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,85,آپارتمان,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,6.0
رهن ویلا مدرن سوپر لاکچری 700 متر,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,700,ویلا,3.0,True,2000000000.0,۲۰۰۰۰۰۰۰۰۰ ,,
پنت هاوس ساحلی 200متری,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,200,آپارتمان,2.0,True,1700000000.0,۱۷۰۰۰۰۰۰۰۰ ,True,
رهن خانه ویلایی مبله 570متر زمین,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,570,ویلا,2.0,True,250000000.0,۲۵۰۰۰۰۰۰۰ ,,
اجاره خانه طبقه اول 120 متر,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,120,خانه,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,3.0
خانه 80متری در طالبخان,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,80,آپارتمان,1.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,7.0
خواهان آپارتمان اجاره هستم,,2023-08-12 09:49:14,east-azerbaijan,house-apartment-for-rent,90,آپارتمان,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,True,
اجاره آپارتمان سپاه طبقه 3,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,85,آپارتمان,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,True,9.0
اجاره خانه مستقل شهرک فرهنگیان,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,130,آپارتمان,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,11.0
اجاره خانه مسکونی در امام شافعی یک,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,90,خانه,1.0,True,40000000.0,۴۰۰۰۰۰۰۰ ,,22.0
جویای خانه ای با رهن و اجاره کم.,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,150,خانه,2.0,True,2000000.0,۲۰۰۰۰۰۰ ,,22.0
اجاره آپارتمان,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,75,آپارتمان,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,True,2.0
اجاره دربست برای 3نفر,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,90,خانه,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,22.0
دنبال خانه کوچیک یا یه اطاق همراه با حمام سروییس,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,50,خانه,1.0,,,,,17.0
خواهان خانه کوچک,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,40,خانه,1.0,,,,,17.0
شخصی سازی املاک,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,75,آپارتمان,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,True,6.0
نیازمند خانه اجاره ای,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,100,خانه,2.0,True,80000000.0,۸۰۰۰۰۰۰۰ ,,22.0
رهن و اجاره طبقه همکف 100 متری,,2023-08-12 09:49:14,west-azerbaijan,house-apartment-for-rent,100,خانه,1.0,,120000000.0,۱۲۰۰۰۰۰۰۰ ,,1.0
خواهان خانه کوچک,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,50,خانه,0.0,,20000000.0,۲۰۰۰۰۰۰۰ ,,4.0
رهن 80متر خانه روستای,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,80,آپارتمان,1.0,,,,,
دنبال خانه در شهر تبریز,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,60,خانه,1.0,,25000000.0,۲۵۰۰۰۰۰۰ ,,7.0
اجاره خانه 120 متری خیابان زال,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,120,خانه,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,12.0
خواهان خانه اجاریی,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,90,خانه,1.0,True,10000000.0,۱۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,50,آپارتمان,1.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,True,9.0
اجاره 143 متر مرزداران,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,143,آپارتمان,3.0,True,300000000.0,۳۰۰۰۰۰۰۰۰ ,True,2.0
آپارتمان باران مکریان,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,85,آپارتمان,2.0,True,140000000.0,۱۴۰۰۰۰۰۰۰ ,True,4.0
خرید اپارتمان یا خانه ویلایی,800000000.0,2023-08-12 09:49:15,west-azerbaijan,houses-apartments-for-sale,80,آپارتمان,2.0,,,,,7.0
اجاره یک واحد آپارتمان تک واحدی لوکس 125متر در شهرک مراغه,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,125,آپارتمان,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,
رهن‌کامل آپارتمان نوساز,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,70,آپارتمان,1.0,True,530000000.0,۵۳۰۰۰۰۰۰۰ ,True,
خونه دوطبقه راه جدا با امتیازات مجزا,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,200,خانه,3.0,True,300000000.0,۳۰۰۰۰۰۰۰۰ ,,22.0
خانه اجاره,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,100,خانه,1.0,,,,,13.0
منزل اجاره امیرآباد,,2023-08-12 09:49:15,west-azerbaijan,house-apartment-for-rent,90,خانه,1.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,9.0
خانه اجاره ای میخواهم,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,100,خانه,2.0,,,,,12.0
آپارتمان 110 متری فرنیش در شهرک دریاکنار,16000000000.0,2023-08-12 09:49:15,mazandaran,houses-apartments-for-sale,110,آپارتمان,2.0,,,,,11.0
اجاره آپارتمان 80 متری داخل شهر,,2023-08-12 09:49:15,east-azerbaijan,house-apartment-for-rent,80,آپارتمان,2.0,True,50000000.0,۵۰۰۰۰۰۰۰ ,,12.0
فروش حیاط در روستای سوره,1500000000.0,2023-08-12 09:49:15,west-azerbaijan,houses-apartments-for-sale,267,خانه و کلنگی,1.0,,,,,
فروش آپارتمان 80متری,1700000000.0,2023-08-12 09:49:15,mazandaran,houses-apartments-for-sale,80,آپارتمان,2.0,True,,,True,12.0
چالوس فروش،معاوضه آپارتمان 200 متر سه خوابه,7000000000.0,2023-08-12 09:49:16,mazandaran,houses-apartments-for-sale,200,آپارتمان,3.0,True,,,True,6.0
فروش خانه 237 متر در بابل بید آباد,4700000000.0,2023-08-12 09:49:16,mazandaran,houses-apartments-for-sale,237,خانه و کلنگی,4.0,True,,,,26.0
345متر بنا ویلایی در سه طبقه مستقل,25800000000.0,2023-08-12 09:49:16,mazandaran,houses-apartments-for-sale,200,خانه و کلنگی,,True,,,,31.0
فروش آپارتمان ساحلی ،ویو ابدی دریا130متر(برج اوصانلو),,2023-08-12 09:49:16,mazandaran,houses-apartments-for-sale,130,آپارتمان,2.0,True,,,True,1.0
آپارتمان 115متری تنکابن فول امکانات,5000000000.0,2023-08-12 09:49:16,mazandaran,houses-apartments-for-sale,115,آپارتمان,2.0,True,,,True,5.0
رهن واجاره یک باب منزل مسکونی همکف,,2023-08-12 09:49:16,ardabil-province,house-apartment-for-rent,130,آپارتمان,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,5.0
خانه نوسازپشت بازار ملت,,2023-08-12 09:49:16,ardabil-province,house-apartment-for-rent,140,آپارتمان,2.0,True,100000000.0,۱۰۰۰۰۰۰۰۰ ,,
فروش آپارتمان 95 متر در امام رضا,2100000000.0,2023-08-12 09:49:16,mazandaran,houses-apartments-for-sale,95,آپارتمان,2.0,True,,,True,5.0
اجاره آپارتمان 55متری در کارشناسان میدان وصال,,2023-08-12 09:49:16,ardabil-province,house-apartment-for-rent,55,آپارتمان,1.0,,80000000.0,۸۰۰۰۰۰۰۰ ,,16.0
خانه درمرکز شهر 160 متر,,2023-08-12 09:49:16,ardabil-province,house-apartment-for-rent,160,ویلا,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,
اجاره 140 متری دو خواب,,2023-08-12 09:49:16,ardabil-province,house-apartment-for-rent,140,ویلا,2.0,True,120000000.0,۱۲۰۰۰۰۰۰۰ ,,7.0
تعدادی رهن و اجاره منزل مسکونی در املاک مسکن مغان,,2023-08-12 09:49:16,ardabil-province,house-apartment-for-rent,150,آپارتمان,2.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,2.0
فروش آپارتمان 50 متر در ملارد 20 متری مارلیک,730000000.0,2023-08-12 09:49:16,tehran-province,houses-apartments-for-sale,50,آپارتمان,1.0,,,,,11.0
فروش کلنگی 305 متر,22875000000.0,2023-08-12 09:49:16,isfahan-province,houses-apartments-for-sale,305,خانه و کلنگی,4.0,True,,,,
144مترمربع ،سندمالکیت وپروانه و پایانکاراماده باوارفرح اباد,5050000000.0,2023-08-12 09:49:16,tehran-province,houses-apartments-for-sale,144,آپارتمان,3.0,True,,,True,
فروش آپارتمان 78 متر در بلوار فردوس غرب,7300000000.0,2023-08-12 09:49:16,tehran-province,houses-apartments-for-sale,78,آپارتمان,2.0,True,,,,18.0
آپارتمان مسکن مهر فولادشهر,,2023-08-12 09:49:16,isfahan-province,houses-apartments-for-sale,80,آپارتمان,2.0,True,,,True,3.0
فروش آپارتمان 323 متر در مهرآباد,48500000000.0,2023-08-12 09:49:16,isfahan-province,houses-apartments-for-sale,323,آپارتمان,3.0,,,,True,4.0
فروش آپارتمان 150 متر در شهرک غرب,20000000000.0,2023-08-12 09:49:16,tehran-province,houses-apartments-for-sale,150,آپارتمان,3.0,True,,,True,14.0
فروش آپارتمان 120 متر در سهروردی شمالی,,2023-08-12 09:49:16,tehran-province,houses-apartments-for-sale,120,آپارتمان,2.0,True,,,True,7.0
فروش آپارتمان 91 متر در میدان هفت تیر(بهارشمالی),,2023-08-12 09:49:16,tehran-province,houses-apartments-for-sale,91,آپارتمان,2.0,True,,,True,19.0
خانه ویلایی و آپارتمان,,2023-08-12 09:49:16,isfahan-province,houses-apartments-for-sale,400,آپارتمان,,True,,,,2.0
شهرک کشوری برج Q1D سه خواب,2380000000.0,2023-08-12 09:49:16,isfahan-province,houses-apartments-for-sale,130,آپارتمان,3.0,True,,,True,
اجاره آپارتمان 85 متر در شیخ صدوق شمالی,,2023-08-12 09:49:16,isfahan-province,house-apartment-for-rent,85,آپارتمان,1.0,True,450000000.0,۴۵۰۰۰۰۰۰۰ ,True,12.0
خانه ویلایی در اجگرد,2000000000.0,2023-08-12 09:49:17,isfahan-province,houses-apartments-for-sale,500,خانه و کلنگی,3.0,,,,,17.0
منهای شصت طبقه اول,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,120,خانه,1.0,True,400000000.0,۴۰۰۰۰۰۰۰۰ ,,28.0
خانه طبقه اول از دو طبقه,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,110,خانه,2.0,True,150000000.0,۱۵۰۰۰۰۰۰۰ ,,10.0
رهن کامل آپارتمان 75 متری,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,75,آپارتمان,1.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,22.0
اجاره آپارتمان صفر خوشجا با ویو,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,110,آپارتمان,2.0,True,450000000.0,۴۵۰۰۰۰۰۰۰ ,True,
اجاره منزل ویلایی,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,250,خانه,2.0,,100000000.0,۱۰۰۰۰۰۰۰۰ ,,3.0
آپارتمان فروشی,1250000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,70,آپارتمان,2.0,,,,,7.0
فروش آپارتمان 83 متر در مراغه,1000000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,83,آپارتمان,2.0,,,,,9.0
طبقه اول راه جداگانه 85 متر,1200000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,85,آپارتمان,2.0,True,,,,6.0
اجاره اپارتمان دو خوابه 100 متری,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,100,آپارتمان,2.0,,200000000.0,۲۰۰۰۰۰۰۰۰ ,,7.0
فروش آپارتمان 67 متر در اندیشه,,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,67,آپارتمان,1.0,,,,,9.0
فروش آپارتمان 53 متر در اندیشه نظام مهندسی,950000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,53,آپارتمان,1.0,,,,,8.0
فروش آپارتمان 53 متر در اندیشه 12 متری واصل,1100000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,53,آپارتمان,1.0,,,,,8.0
دوبلکس نما مدرن,3500000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,170,آپارتمان,2.0,,,,,
اجاره منزل,,2023-08-12 09:49:17,isfahan-province,house-apartment-for-rent,60,خانه,1.0,,15000000.0,۱۵۰۰۰۰۰۰ ,,12.0
آپارتمان با دید دریا,1700000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,70,آپارتمان,2.0,True,,,,17.0
فروش آپارتمان 62 متر در اندیشه اسکان 3,900000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,62,آپارتمان,1.0,,,,,12.0
فروش آپارتمان 62 متر در اندیشه مجتمع نصر,1280000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,62,آپارتمان,1.0,True,,,True,7.0
پیش فروش آپارتمان 84 متر در اندیشه,1260000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,84,آپارتمان,2.0,True,,,True,
آپارتمان لوکس ساحلی تنکابن,9800000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,140,آپارتمان,2.0,True,,,True,
اپارتمان 171 متری صفر کاملا تکمیل در ساحل طلایی,5301000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,171,آپارتمان,3.0,True,,,True,3.0
آپارتمان فول 215 متری در نهضت خیابان 20 متری,8000000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,215,آپارتمان,3.0,True,,,True,5.0
فروش آپارتمان 55 متر در اندیشه,1000000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,55,آپارتمان,1.0,True,,,,15.0
فروش آپارتمان 52 متر در اندیشه مجتمع صدرا,1250000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,52,آپارتمان,1.0,True,,,True,2.0
فروش آپارتمان 79 متر در اندیشه مجتمع صدرا,1500000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,79,آپارتمان,2.0,True,,,True,2.0
فروش آپارتمان 50 متر در اندیشه,1250000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,50,آپارتمان,1.0,,,,,8.0
فروش آپارتمان 64 متر در اندیشه مجتمع صدرا,1350000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,64,آپارتمان,1.0,True,,,True,1.0
فروش آپارتمان 58 متر در اندیشه,1150000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,58,آپارتمان,1.0,,,,,9.0
آپارتمان نود متر فول روبروی شهرک رسالت,2250000000.0,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,True,2.0
آپارتمان 60 متر در اندیشه بر نظام مهندسی,1350000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,60,آپارتمان,1.0,,,,True,8.0
خانه نوساز با تمام امتیازها,750000000.0,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,150,خانه و کلنگی,2.0,True,,,,
فروش آپارتمان 67 متر در اندیشه نظام مهندسی,1190000000.0,2023-08-12 09:49:17,east-azerbaijan,houses-apartments-for-sale,67,آپارتمان,1.0,,,,,9.0
مسکن کنار پمپ بنزین جاده اهر,230000000.0,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,95,,,,,,,
فروش یک خانه سه طبقه یکجا با پیلوت,,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,160,,,,,,,
آپارتمان فول گوهر صدف شهرک اندیشه اردبیل,,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,82,آپارتمان,2.0,True,,,True,5.0
فروش کلنگی 350 متربا اب وبرق و گاز,,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,350,خانه و کلنگی,2.0,,,,,
فروش آپارتمان 62 متر در پارس آباد,2100000000.0,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,62,آپارتمان,2.0,True,,,,4.0
فروش .نقد یا شرایطی .کارشناسان.پاسداران,1600000000.0,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,80,آپارتمان,2.0,True,,,,10.0
ساختمان دو طبقه 112 متر,3300000000.0,2023-08-12 09:49:17,ardabil-province,houses-apartments-for-sale,112,آپارتمان,1.0,True,,,,15.0
خانه ویلایی نبش170متری,3500000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,170,,2.0,,,,,
76متر دوخواب منطقه 5 تهران جنت آباد مرکز,6780000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,76,آپارتمان,2.0,True,,,True,9.0
فروش یا معاوضه خانه ویلایی,20000000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,425,خانه و کلنگی,3.0,True,,,,
85متر مسکن فاز1،ساحل3,800000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,85,آپارتمان,2.0,True,,,,7.0
خانه مهندسی ساز دارای نقشه و پروانه.,3000000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,140,خانه و کلنگی,2.0,,,,,14.0
اپارتمان کوثر,2450000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,88,آپارتمان,2.0,True,,,True,5.0
آپارتمان 76 متری مسکن مهر میراشرف,825000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,76,آپارتمان,2.0,,,,True,6.0
آپارتمان117 متری کلیدنخورده دو خوابه در داخل شهر,2700000000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,117,آپارتمان,2.0,True,,,True,
خونه فروشی12در18 دوخابه معاوضه فوری,1000100000.0,2023-08-12 09:49:18,ardabil-province,houses-apartments-for-sale,200,,2.0,,,,,
اجاره‌خانه‌سرطاف,,2023-08-12 09:49:18,ilam-province,house-apartment-for-rent,100,خانه,1.0,,30000000.0,۳۰۰۰۰۰۰۰ ,,16.0
اجاره خانه 87 متری بلوار صدوقی کوچه شهدای فیضی,,2023-08-12 09:49:18,ilam-province,house-apartment-for-rent,87,خانه,1.0,,50000000.0,۵۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان 105 متر در خیابان ساری کوی کشاورزی علائدین,,2023-08-12 09:49:18,mazandaran,house-apartment-for-rent,105,آپارتمان,2.0,True,500000000.0,۵۰۰۰۰۰۰۰۰ ,True,
اجاره خانه 270 متر در خیابان مدرس,,2023-08-12 09:49:18,mazandaran,house-apartment-for-rent,270,خانه,,True,250000000.0,۲۵۰۰۰۰۰۰۰ ,,5.0
اجاره آپارتمان 110 متر در کوچه نوشاد,,2023-08-12 09:49:18,mazandaran,house-apartment-for-rent,110,آپارتمان,2.0,True,500000000.0,۵۰۰۰۰۰۰۰۰ ,True,5.0
اجاره خانه دربست 300 متر در بابل توحید,,2023-08-12 09:49:33,mazandaran,house-apartment-for-rent,300,آپارتمان,,True,700000000.0,۷۰۰۰۰۰۰۰۰ ,,16.0
اجاره آپارتمان 185 متر در خیابان هراز,,2023-08-12 09:49:33,mazandaran,house-apartment-for-rent,185,آپارتمان,1.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,True,3.0
خونه ویلایی، باغچه,2600000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,330,,2.0,,,,,
طبقه دوم ساختمان اسکلت بتنی.,1650000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,140,آپارتمان,2.0,,,,,18.0
فروش اپارتمان فوری,800000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,98,آپارتمان,2.0,True,,,True,
120 متر بلوار دانشگاه شهرک مخابرات پلاک یک با دید کامل دریا,10800000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,120,آپارتمان,2.0,True,,,True,
اجاره آپارتمان 190 متر تک واحدی در بابل شهرک تندست,,2023-08-12 09:49:33,mazandaran,house-apartment-for-rent,190,آپارتمان,3.0,True,1150000000.0,۱۱۵۰۰۰۰۰۰۰ ,True,4.0
4طبقه در 8واحد مصلا کوی فرهنگیان بعد بیمارستان زاگرس,1850000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,88,آپارتمان,2.0,True,,,True,
فروش ملک بسیار با ارزش,3200000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,182,,2.0,,,,,
اجاره آپارتمان شهرک صبا67متر,,2023-08-12 09:49:33,mazandaran,house-apartment-for-rent,67,آپارتمان,1.0,,15000000.0,۱۵۰۰۰۰۰۰ ,,26.0
منزل یک خوابه,1800000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,111,خانه و کلنگی,1.0,True,,,,10.0
ویلای دوبلکس، خرید، معاوضه، قابل ساخت تا 7 طبقه,17500000000.0,2023-08-12 09:49:33,ilam-province,houses-apartments-for-sale,450,خانه و کلنگی,3.0,True,,,,23.0
اجاره ویلا 140 متر مبله ساحلی در خط هشت,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,140,ویلا,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,14.0
طبقه 5 ام رو به خیابان 4 واحدی 93متر,1400000000.0,2023-08-12 09:49:34,ilam-province,houses-apartments-for-sale,93,آپارتمان,2.0,True,,,True,4.0
اجاره ویلا 125 متر در مرکز شهر,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,125,ویلا,2.0,True,250000000.0,۲۵۰۰۰۰۰۰۰ ,,10.0
160 متر دربست سه خواب در پشت پرورشگاه,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,160,آپارتمان,3.0,True,600000000.0,۶۰۰۰۰۰۰۰۰ ,True,19.0
اجاره آپارتمان 127 متر در اسپه کلا - رضوانیه,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,127,آپارتمان,2.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان 135 متر در رادیو دریا,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,135,آپارتمان,3.0,True,200000000.0,۲۰۰۰۰۰۰۰۰ ,,10.0
سوییت واقع در ویلا,,2023-08-12 09:49:34,isfahan-province,house-apartment-for-rent,40,ویلا,0.0,True,8000000.0,۸۰۰۰۰۰۰ ,,17.0
رهن واحد دریا76 اجاره قابل تبدیل,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,90,آپارتمان,2.0,True,350000000.0,۳۵۰۰۰۰۰۰۰ ,True,7.0
اجاره آپارتمان 115 متر ساحلی با دید به دریا,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,115,آپارتمان,2.0,True,500000000.0,۵۰۰۰۰۰۰۰۰ ,True,4.0
اجاره آپارتمان 170 متر در باغ دریاچه,,2023-08-12 09:49:34,isfahan-province,house-apartment-for-rent,170,آپارتمان,3.0,True,850000000.0,۸۵۰۰۰۰۰۰۰ ,True,14.0
110 متر اپارتمان جنوبی پروین دشتستان,,2023-08-12 09:49:34,isfahan-province,house-apartment-for-rent,110,آپارتمان,1.0,True,350000000.0,۳۵۰۰۰۰۰۰۰ ,,12.0
اجاره آپارتمان 125 متر در خیابان آرا,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,125,آپارتمان,2.0,True,1380000000.0,۱۳۸۰۰۰۰۰۰۰ ,True,
اجاره سوئیت برای دو نفر آقا حدود 50 سال,,2023-08-12 09:49:34,isfahan-province,house-apartment-for-rent,35,خانه,0.0,True,20000000.0,۲۰۰۰۰۰۰۰ ,,
اجاره آپارتمان 95 متر در مرکز شهر,,2023-08-12 09:49:34,mazandaran,house-apartment-for-rent,95,آپارتمان,2.0,True,650000000.0,۶۵۰۰۰۰۰۰۰ ,True,11.0
اجاره آپارتمان 135 متر در نظر,,2023-08-12 09:49:34,isfahan-province,house-apartment-for-rent,135,آپارتمان,2.0,True,1000000000.0,۱۰۰۰۰۰۰۰۰۰ ,True,12.0
منزل ویلایی,,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,160,خانه و کلنگی,3.0,True,,,,22.0
کاشان 105 متری,3500000000.0,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,105,آپارتمان,2.0,True,,,True,3.0
اجاره آپارتمان 480 متر در عباس آباد,,2023-08-12 09:49:34,isfahan-province,house-apartment-for-rent,480,آپارتمان,,True,1000000000.0,۱۰۰۰۰۰۰۰۰۰ ,,32.0
آپارتمان دوخوابه شیک و تمیز 80 متری,3250000000.0,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,80,آپارتمان,2.0,True,,,True,4.0
خیابان سید ابوالحسنی اصفهانی,240000000.0,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,63,آپارتمان,1.0,,,,,12.0
161متر3خواب/8واحدی فاز اصلی شهرک غرب,20150000000.0,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,161,آپارتمان,3.0,True,,,True,19.0
فروش آپارتمان 90 متر در سهروردی جنوبی(بهار شیراز),10000000000.0,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,90,آپارتمان,2.0,True,,,True,
فروش آپارتمان 135 متر در شریعتی(پلیس),16200000000.0,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,135,آپارتمان,3.0,True,,,True,
200 متری واقع در ولنجک,38000000000.0,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,200,آپارتمان,3.0,True,,,True,12.0
معاوضه آپارتمان واقع در اهواز با اصفهان,250000000.0,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,1000,آپارتمان,2.0,,,,True,5.0
107متر منزل دوطبقه دونبش سعید فر.همکف کامل کامل..,2500000000.0,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,107,خانه و کلنگی,2.0,True,,,,9.0
آپارتمان 1000متر,,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,6000,آپارتمان,4.0,True,,,,10.0
منزل شمالی.محدوده مولوی شمالی. 169متر,,2023-08-12 09:49:34,isfahan-province,houses-apartments-for-sale,169,خانه و کلنگی,2.0,True,,,,24.0
130متر3خواب/ویلایی/1 از 3/فاز 3,35000000000.0,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,130,خانه و کلنگی,3.0,True,,,,18.0
158متر3خواب/8واحدی/بازسازی شده/سیمای ایران,22950000000.0,2023-08-12 09:49:34,tehran-province,houses-apartments-for-sale,158,آپارتمان,3.0,True,,,True,16.0
